,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
63,Manobook,MoboReader,4.8,23000,1000000,yes,no,>12 years,Books&Reference,3.249,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
64,Mobilis - My Irresistible Love,ReadNow,5,401,50000,yes,no,>12 years,Books&Reference,4.234,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
65,Wattpad - Read & Write Stories,Wattpad.com,4.5,4620000,100000000,yes,yes,>12 years,Books&Reference,4.3987,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
66,LinkedIn: Jobs & Business News,LinkedIn,4.3,2500000,1000000000,yes,yes,>12 years,Business,4.1325,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
67,Truck&Bike Delivery - Porter,SmartShift Logistics Solutions Private Limited,4.8,256000,10000000,no,no,>3 years,Business,4.0682,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
68,Zoom Cloud Meetings,Zoom.us,4.1,3910000,500000000,no,no,>12 years,Business,4.0015,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
69,GlowRoad: Resell&Earn Online,"GlowRoad - Work from Home, Earn Money Online",4.4,271000,10000000,no,no,>3 years,Business,4.4965,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
70,"Apna: Job search, alerts India",Apna,4.6,485000,10000000,no,no,>12 years,Business,4.315,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
71,"Adobe Scan: PDF Scanner, OCR",Adobe,4.6,2280000,100000000,no,yes,>3 years,Business,4.5687,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
72,Smartsheet: Teams&Projects,Smartsheet Inc.,4.3,9640,1000000,no,yes,>3 years,Business,4.2416,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
73,Naukri.com Job Search App,infoedge.com,4.6,1490000,10000000,no,yes,>3 years,Business,4.5874,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
74,PhonePe Business,PhonePe,4.4,352000,10000000,no,no,>3 years,Business,4.1687,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
75,Glassdoor - Jobs Search & More,Glassdoor Inc.,4.2,212000,10000000,no,yes,>3 years,Business,4.1951,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
76,Microsoft Teams,Microsoft Corporation,4.6,5910000,100000000,no,no,>3 years,Business,4.3658,"('job search', 265), ('oil corporation', 251), ('indiamart interest', 243), ('job category', 148), ('project management', 129), ('indianoil touch', 121), ('user friendly', 118), ('people linkedin', 115), ('service porter', 114), ('service driver', 109), ('merchant desk', 98), ('glow road', 70), ('smart sheet', 69), ('adobe scan', 66), ('spammer scam', 63), ('chat box', 52), ('salary search', 44), ('power service', 43), ('priority share', 35), ('earn money', 24), ('employment opportunity', 21), ('candidate type', 17), ('people infoedge', 17), ('model version', 15), ('satisfactory share', 15), ('chat box', 13), ('microsoft ecosystem', 13), ('developer ux', 12), ('remote access', 9), ('attention investigate', 8), ('collaboration tool', 8), ('device setting', 8), ('management tool', 7), ('excel steroid', 6), ('work anydesk', 4), ('delivery agent', 2), ('resolution measure', 2),  ('crop border', 2), ('low light', 2), ('file management', 2), ('ux designer', 2), ('history option', 2)"
